1: Concept_name
210: Anatomical_compartment
211: Anatomical_conduit
212: Anatomical_conduit_space
213: Anatomical_coordinate
214: Anatomical_location
215: Spatial_association_relation
216: Structural_anatomical_relation
217: Anatomical_relation
218: Non_physical_anatomical_entity
219: Anatomical_fold
220: Region_of_organ_component
221: Anatomical_line
222: Anatomical_point
223: Anatomical_line_of_liver
224: Anatomical_line_of_tooth
225: Anatomical_orifice
226: Anatomical_plane
227: Anatomical_valve
228: Anchored_anatomical_plane
229: Androgen
230: Steroid_hormone
231: Angular_artery
232: Facial_branch_of_facial_artery
233: Branch_of_facial_artery
234: Subdivision_of_external_carotid_artery
235: Subdivision_of_common_carotid_artery
236: Systemic_artery
237: Angular_gyrus
238: Gyrus_of_neuraxis
239: Segment_of_cerebral_hemisphere
240: Segment_of_telencephalon
241: Segment_of_forebrain
242: Segment_of_brain
243: Ankle_joint
244: Synovial_joint_of_free_limb_segment
245: Anocutaneous_line
246: Anterior
247: Primary_anatomical_coordinate
248: Anterior_auricular_vein
249: Tributary_of_retromandibular_vein
250: Tributary_of_external_jugular_vein
251: Tributary_of_subclavian_vein
252: Subdivision_of_subclavian_vein
253: Subdivision_of_brachiocephalic_vein
254: Anterior_cerebellar_incisure
255: Subarachnoid_incisure
256: Subdivision_of_subarachnoid_space
257: Space_of_compartment_of_head
258: Anterior_cerebral_artery
259: Subdivision_of_cerebral_part_of_internal_carotid_artery
260: Subdivision_of_internal_carotid_artery
261: Artery
262: Anterior_chamber_of_eyeball
263: Chamber_of_eyeball
264: Organ_chamber
265: Anterior_choroidal_artery
266: Anterior_commissure
267: White_matter_of_telencephalon
268: Anterior_communicating_artery
269: Branch_of_anterior_cerebral_artery
270: Anterior_cranial_fossa
271: Subdivision_of_cavity_of_organ_system_subdivision
272: Anterior_cruciate_ligament
273: Cruciate_ligament
274: Ligament_of_knee_joint
275: Skeletal_ligament
276: Ligament_organ
277: Anterior_inferior_cerebellar_artery
278: Branch_of_basilar_artery
279: Subdivision_of_subclavian_artery
280: Anterior_jugular_vein
281: Subdivision_of_superior_vena_caval_tree
282: Systemic_vein
283: Anterior_limiting_lamina_of_cornea
284: Basement_membrane
285: Anterior_longitudinal_ligament
286: Ligament_of_vertebral_column
287: Anterior_median_fissure_of_spinal_cord
288: Subarachnoid_fissure
289: Anterior_mediastinal_lymph_node
290: Mediastinal_lymph_node
291: Thoracic_lymph_node
292: Anterior_mediastinum
293: Subdivision_of_mediastinum
294: Compartment_subdivision
295: Anterior_meningeal_branch_of_anterior_ethmoidal_artery
296: Branch_of_anterior_ethmoidal_artery
297: Branch_of_ophthalmic_artery
298: Anterior_olfactory_nucleus
299: Anterior_parietal_artery
300: Superior_terminal_branch_of_middle_cerebral_artery
301: Branch_of_middle_cerebral_artery
302: Anterior_perforated_substance
303: Tubercle
304: Anterior_pole_of_lens
305: Zone_of_lens
306: Anterior_ramus_of_spinal_nerve
307: Branch_of_spinal_nerve_trunk
308: Branch_of_spinal_nerve
309: Nerve
310: Segment_of_neural_tree_organ
311: Anterior_root_of_spinal_nerve
312: Root_of_spinal_nerve
313: Nerve_root
314: Segment_of_nerve
315: Anterior_segment_of_eyeball
316: Segment_of_eyeball
317: Anterior_semicircular_canal
318: Semicircular_canal
319: Subdivision_of_bony_labyrinth
320: Zone_of_petrous_part_of_temporal_bone
321: Zone_of_temporal_bone
322: Anterior_spinal_artery
323: Intracranial_branch_of_vertebral_artery
324: Branch_of_vertebral_artery
325: Anterior_surface_of_kidney
326: Region_of_external_surface_of_kidney
327: Region_of_surface_of_kidney
328: Region_of_organ_surface
329: Bona_fide_anatomical_surface
330: Anterior_surface_of_lens
331: Surface_of_lens
332: Surface_of_region_of_wall_of_eyeball
333: Surface_of_organ_region
334: Anterior_surface_of_liver
335: Region_of_diaphragmatic_surface_of_liver
336: Region_of_surface_of_liver
337: Anterior_surface_of_prostate
338: Region_of_surface_of_prostate
339: Anterior_surface_of_stomach
340: Region_of_surface_of_stomach
341: Anterior_temporal_artery
342: Temporal_artery
343: Branch_of_sphenoid_part_of_middle_cerebral_artery
344: Anterior_tibial_artery
345: Subdivision_of_external_iliac_artery
346: Anterior_tibial_vein
347: Tributary_of_popliteal_vein
348: Tributary_of_deep_femoral_vein
349: Tributary_of_femoral_vein
350: Subdivision_of_external_iliac_vein
351: Subdivision_of_inferior_vena_caval_tree
352: Anterior_wall_of_urinary_bladder
353: Region_of_wall_of_urinary_bladder
354: Anterolateral
355: Binary_anatomical_coordinate
356: Secondary_anatomical_coordinate
357: Antihelix
358: Subdivision_of_pinna
359: Subdivision_of_external_ear
360: Subdivision_of_auriculotemporal_part_of_head
361: Subdivision_of_head_proper
362: Antihemophilic_globulin
363: Glycoprotein
364: Antitragus
365: Anus
366: Aorta
367: Systemic_arterial_trunk
368: Arterial_trunk
369: Aortic_valve
370: Cardiac_valve
371: Aperture_of_fourth_ventricle
372: Apex_of_heart
373: Apex_of_lung_viewed_anatomically
374: Apex_of_prostate
375: Zone_of_prostate
376: Apex_of_tongue
377: Zone_of_tongue
378: Apical
379: Apical_foramen_of_root_of_tooth
380: Apocrine_sweat_gland
381: Sweat_gland
382: Gland_of_epidermis
383: Subdivision_of_epidermis
384: Subdivision_of_epithelium
385: Cardinal_tissue_part
386: Aponeurosis
387: Membranous_layer
388: Appendicular_skeleton
389: Subdivision_of_skeleton__in_vivo_
390: Set_of_bones
391: Set_of_organ_system_subdivisions
392: Appendix
393: Aqueous_humor_of_eyeball
394: Arachnoid_granulation
395: Region_of_arachnoid_mater
396: Arachnoid_villus
397: Arch_of_aorta
398: Segment_of_thoracic_aorta
399: Arcuate_nucleus_of_hypothalamus
400: Nucleus_of_hypothalamus
401: Areola
402: Region_of_breast
403: Region_of_pectoral_part_of_chest
404: Region_of_anterior_chest
405: Subdivision_of_thorax
406: Argentaffin_cell
407: Arginine
408: Arm
409: Proximal_free_limb_segment
410: Cardinal_free_limb_segment
411: Free_limb_segment
412: Limb_segment
413: Arterial_anastomosis
414: Vascular_anastomosis
415: Arteriole
416: Arteriovenous_anastomosis
417: Articular_cartilage
418: Articular_disc
419: Articular_disk_of_knee_joint
420: Articular_disk_of_synovial_joint
421: Cartilage_organ
422: Articular_disk_of_symphysis
423: Aryepiglotticus
424: Zone_of_oblique_arytenoid
425: Zone_of_muscle_organ
426: Arytenoid_cartilage
427: Laryngeal_cartilage
428: Ascending_aorta
429: Ascending_colon
430: Segment_of_colon
431: Segment_of_large_intestine
432: Ascending_limb_of_loop_of_Henle
433: Region_of_renal_tubule
434: Region_of_uriniferous_tubule
435: Region_of_organ_component_of_kidney
436: Ascending_part_of_duodenum
437: Segment_of_duodenum
438: Aspartic_acid
439: Astrocyte
440: Macroglial_cell
441: Central_neuroglial_cell
442: Neuroglial_cell
443: Atlanto_axial_joint
444: Cranial_synovial_joint
445: Atlanto_occipital_joint
446: Atlas
447: Cervical_vertebra
448: Vertebra
449: Irregular_bone
450: Bone_organ
451: Organ_with_cavitated_organ_parts
452: Atrioventricular_bundle
453: Subdivision_of_conducting_system_of_heart
454: Conducting_tissue_of_heart
455: Cardiac_muscle_tissue
456: Striated_muscle_tissue
457: Portion_of_muscle_tissue
458: Atrioventricular_node
459: Atrioventricular_valve
460: Atrium
461: Atypical_epithelium
462: Portion_of_epithelium
463: Auditory_cortex
464: Region_of_cerebral_cortex
465: Auditory_ossicle
466: Auditory_receptor
467: Teloreceptor
468: Exteroceptor
469: Sensory_receptor
470: Auditory_system
471: System_term
472: Autonomic_ganglion
473: Ganglion
474: Autonomic_nerve_plexus
475: Nerve_plexus
476: Autonomic_nervous_system
477: Autosome
478: Chromosome
479: Axial
480: Axial_skeleton
481: Axilla
482: Subdivision_of_pectoral_girdle
483: Axillary_artery
484: Segment_of_subclavian_artery
485: Segment_of_systemic_artery
486: Segment_of_artery
487: Axillary_fossa
488: Cavity_of_subdivision_of_principal_body_part
489: Axillary_lymph_node
490: Superficial_lymph_node
491: Axillary_nerve
492: Peripheral_nerve
493: Axillary_tail_of_breast
494: Axillary_vein
495: Vein
496: Axis
497: Axoaxonic_synapse
498: Chemical_synapse
499: Synapse
500: Axodendritic_synapse
501: Axon
502: Neurite
503: Cell_appendage
504: Cell_segment
505: Cell_region
506: Axosomatic_synapse
507: Azygos_vein
508: B_lymphoblast
509: Lymphoblast
510: Nongranular_leukocyte
511: Leukocyte
512: B_lymphocyte
513: Lymphocyte
514: Back_of_abdomen
515: Subdivision_of_back_of_trunk
516: Bamacan
517: Chondroitin_sulfate_proteoglycan
518: Proteoglycan
519: Band_cell
520: Basal_cell
521: Basal_cell_layer_of_epidermis
522: Layer_of_epidermis_proper
523: Basal_cell_of_olfactory_epithelium
524: Olfactory_epithelial_cell
525: Basal_lamina
526: Basal_layer_of_endometrium
527: Layer_of_endometrium
528: Basal_part_of_pons
529: Subdivision_of_pons
530: Segment_of_metencephalon
531: Basal_zone_of_heart
532: Zone_of_heart
533: Basaloid_cell
534: Base_of_prostate
535: Basicranium
536: Subdivision_of_skull
537: Subdivision_of_skeletal_system
538: Basilar_artery
539: Basilar_membrane_of_cochlea
540: Basilic_vein
541: Tributary_of_axillary_vein
542: Basophil
543: Granular_leukocyte
544: Basophil_cell
545: Basophil_cell_of_pars_distalis_of_adenohypophysis
546: Beta_adrenergic_receptor
547: Beta_cell
548: Betaglycan
549: Plasma_membrane_proteoglycan
550: Biceps_brachii
551: Muscle_of_anterior_compartment_of_arm
552: Muscle_of_arm
553: Muscle_organ
554: Biceps_femoris
555: Muscle_of_posterior_compartment_of_thigh
556: Muscle_of_thigh
557: Muscle_of_free_lower_limb
558: Muscle_of_lower_limb
559: Bile
560: Secretion
561: Bile_canaliculus
562: Interstitial_space
563: Bile_duct
564: Segment_of_biliary_tree
565: Biliary_system
566: Subdivision_of_gastrointestinal_system
567: Subdivision_of_alimentary_system
568: Biliary_tree
569: Hollow_tree_organ
570: Biogenic_amine
571: Biogenic_peptide
572: Bipolar_neuron
573: Blast_cell
574: Blastocyst
575: Embryonic_structure
576: Blastomere
577: Blood_cell
578: Blood_vessel
579: Blood_vessel_viewed_macroscopically
580: Body_compartment_subdivision
581: Compartment_of_trunk
582: Body_of_corpus_callosum
583: Subdivision_of_corpus_callosum
584: Body_of_epididymis
585: Zone_of_epididymis
586: Body_of_gallbladder
587: Zone_of_gallbladder
588: Body_of_lateral_ventricle
589: Subdivision_of_lateral_ventricle
590: Region_of_ventricular_system_of_brain
591: Region_of_ventricluar_system_of_neuraxis
592: Body_of_nail
593: Subdivision_of_nail
594: Skin_appendage
595: Body_of_organ
596: Body_of_pancreas
597: Zone_of_pancreas
598: Body_of_penis
599: Subdivision_of_urogenital_part_of_male_perineum
600: Body_of_rib
601: Body_of_stomach
602: Zone_of_stomach
603: Body_of_uterus
604: Zone_of_uterus
605: Body_of_vertebra
606: Body_part_subdivision_cluster
607: Body_surface
608: Body_surface_region
609: Bone
610: Bone_marrow
611: Bone_marrow_cell
612: Bone_marrow_stem_cell
613: Multipotent_stem_cell
614: Stem_cell
615: Bone_of_capitate
616: Bone_of_carpal_bone
617: Bone_tissue_of_short_bone
618: Bone_tissue
619: Regular_connective_tissue
620: Bone_of_cuboid_bone
621: Bone_of_tarsal_bone
622: Bone_of_hamate
623: Bone_of_lunate
624: Bone_of_pisiform
625: Bone_of_pubis
626: Bone_of_radius
627: Bone_tissue_of_long_bone
628: Bone_of_scaphoid
629: Bone_of_talus
630: Bone_of_trapezium
631: Bone_of_trapezoid
632: Bone_of_vertebra
633: Bony_labyrinth
634: Bony_zone_of_rib
635: Zone_of_long_bone
636: Border_of_nail
637: Bowman_s_space
638: Tissue_space
639: Brachial_artery
640: Brachial_nerve_plexus
641: Limb_nerve_plexus
642: Somatic_nerve_plexus
643: Brachial_vein
644: Brachialis
645: Brachiocephalic_artery
646: Brachiocephalic_vein
647: Brain
648: Organ_component_of_neuraxis
649: Brainstem
650: Segment_of_neuraxis
651: Branch_of_anterior_inferior_cerebellar_artery
652: Branch_of_arterial_anastomosis
653: Branch_of_ascending_pharyngeal_artery
654: Branch_of_brachial_artery
655: Branch_of_common_interosseous_artery
656: Branch_of_ulnar_artery
657: Branch_of_cranial_nerve
658: Branch_of_inferior_alveolar_artery
659: Branch_of_maxillary_artery
660: Branch_of_inferior_phrenic_artery
661: Branch_of_left_coronary_artery
662: Coronary_artery
663: Branch_of_lingual_artery
664: Branch_of_medial_occipital_artery
665: Branch_of_posterior_cerebral_artery
666: Branch_of_nerve_plexus
667: Branch_of_ophthalmic_nerve
668: Branch_of_trigeminal_nerve
669: Branch_of_peripheral_nerve
670: Branch_of_postcommunicating_part_of_anterior_cerebral_artery
671: Branch_of_posterior_inferior_cerebellar_artery
672: Branch_of_posterior_tibial_artery
673: Trunk_of_branch_of_popliteal_artery
674: Trunk_of_branch_of_external_iliac_artery
675: Trunk_of_branch_of_common_iliac_artery
676: Branch_of_sacral_nerve_plexus
677: Branch_of_sciatic_nerve
678: Branch_of_superficial_palmar_arterial_arch
679: Branch_of_superficial_temporal_artery
680: Branch_of_vestibulocochlear_nerve
681: Breast
682: Broad_ligament_of_uterus
683: Mesentery
684: Broca_s_area
685: Bronchial_artery
686: Bronchial_associated_lymphoid_tissue
687: Lymphomyeloid_tissue
688: Bronchial_tree
689: Segment_of_tracheobronchial_tree
690: Bronchial_vein
691: Bronchiolar_non_ciliated_cell
692: Epithelial_cell_of_tracheobronchial_tree
693: Bronchiole
694: Bronchopulmonary_lymph_node
695: Bronchus
696: Brown_adipose_tissue
697: Brush_border
698: Microvillus
699: Brush_cell
700: Buccal_artery
701: Buccal_mucosa
702: Mucosa_of_region_of_mouth
703: Viscerocranial_mucosa_organ_part
704: Region_of_mucosa
705: Buccal_part_of_mouth
706: Subdivision_of_cheek
707: Subdivision_of_face
708: Buccal_salivary_gland
709: Minor_salivary_gland
710: Salivary_gland
711: Lobular_organ
712: Buccal_surface
713: Region_of_surface_of_viscerocranial_mucosa
714: Buccinator
715: Muscle_of_face
716: Muscle_of_head
717: Bulb_of_hair_follicle
718: Region_of_lower_segment_of_hair_follicle
719: Region_of_hair_follicle
720: Bulbar_conjunctiva
721: Region_of_conjunctiva
722: Bulbo_urethral_gland
723: Bulbus_cordis
724: CC_chemokine
725: Chemokine
726: Cytokine
727: Cadherin
728: Calcium_dependent_adhesion_molecule
729: Cell_cell_adhesion_molecule
730: Cell_adhesion_molecule
731: Calcaneal_tendon
732: Calcaneus
733: Tarsal_bone
734: Short_bone
735: Calcarine_artery
736: Calcarine_sulcus
737: Subarachnoid_sulcus
738: Calcium_binding_protein
739: Calcium_independent_adhesion_molecule
740: Callosomarginal_artery
741: Canal_for_tensor_tympani
742: Cranial_conduit
743: Canal_of_Volkmann
744: Canine_tooth
745: Tooth
746: Capillary
747: Region_of_vascular_tree_organ
748: Capitate
749: Distal_carpal_bone
750: Carpal_bone
751: Caproic_acid
752: Fatty_acid
753: Capsule
754: Capsule_of_adrenal_gland
755: Capsule_of_cerebral_hemisphere
756: Region_of_cerebral_white_matter
757: Capsule_of_lens
758: Capsule_of_lymph_node
759: Capsule_of_ovary
760: Capsule_of_parathyroid_gland
761: Capsule_of_thymus
762: Loose_connective_tissue
763: Carbohydrate
764: Cardia_of_stomach
765: Cardiac_atrium
766: Cardiac_chamber
767: Cardiac_myocyte
768: Striated_muscle_cell
769: Muscle_cell
770: Cardiac_nerve_plexus
771: Cardiac_septum
772: Septum_of_organ
773: Cardiac_sphincter
774: Region_of_wall_of_stomach
775: Cardiac_vein
776: Cardiac_ventricle
777: Cardinal_body_part
778: Cardinal_segment_of_brain
779: Cardiovascular_system
780: Carina_of_trachea
781: Carotid_body
782: Homogeneous_organ
783: Carpometacarpal_joint
784: Cartilage_of_bone
785: Cartilage_tissue
786: Cartilage_of_bronchus
787: Cartilage_organ_component
788: Cartilage_of_cuneiform_bone
789: Cartilage_of_tarsal_bone
790: Cartilage_of_short_bone
791: Cartilage_of_external_ear
792: Cartilage_of_long_bone
793: Cartilage_of_rib
794: Cartilaginous_joint
795: Nonsynovial_joint
796: Catecholamine
797: Cauda_equina
798: Organ_subdivision_cluster
799: Organ_part_cluster
800: Caudal
801: Caudate_lobe_of_liver
802: Segment_of_liver
803: Lobular_segment
804: Caudate_nucleus
805: Cave_of_septum_pellucidum
806: Cavity_of_organ_part
807: Cavernous_sinus
808: Paired_dural_venous_sinus
809: Dural_venous_sinus
810: Cavity_of_anatomical_cluster
811: Cavity_of_body_of_uterus
812: Cavity_of_zone_of_uterus
813: Cavity_of_bone_organ
814: Organ_cavity
815: Cavity_of_concha_of_pinna
816: Cavity_of_endosome
817: Cell_cavity
818: Cavity_of_flat_bone
819: Cavity_of_laryngeal_saccule
820: Subdivision_of_middle_part_of_laryngeal_cavity
821: Subdivision_of_supraglottic_part_of_laryngeal_cavity
822: Subdivision_of_laryngeal_cavity
823: Cavity_of_laryngeal_ventricle
824: Cavity_of_lysosome
825: Cavity_of_peroxisome
826: Cavity_of_serous_sac
827: Cavity_of_subdivision_of_serous_sac
828: Cecum
829: Celiac_artery
830: Celiac_ganglion
831: Collateral_ganglion
832: Sympathetic_ganglion
833: Celiac_lymph_node
834: Visceral_abdominal_lymph_node
835: Celiac_trunk
836: Cell_body
837: Cell_body_of_neuron
838: Cell_coat
839: Layer_of_plasma_membrane
840: Cell_morphology
841: Cell_nucleus
842: Organelle
843: Cell_pigment
844: Cell_protein_complex
845: Region_of_cell_component
846: Cell_shape_type
847: Cell_to_matrix_adherens_junction
848: Cell_zone
849: Cellulose
850: Polysaccharide
851: Cement
852: Portion_of_substance_of_tooth
853: Cementoblast
854: Cementocyte
855: Central
856: Central_canal_of_spinal_cord
857: Central_insular_sulcus
858: Central_retinal_artery
859: Central_retinal_vein
860: Tributary_of_superior_ophthalmic_vein
861: Tributary_of_cavernous_sinus
862: Tributary_of_dural_venous_sinus
863: Central_sulcus
864: Central_tendon
865: Tendon
866: Centriole
867: Nonmembranous_cytoplasmic_organelle
868: Cytoplasmic_organelle
869: Centromedian_nucleus
870: Centromere
871: Region_of_chromosome
872: Centrosome
873: Cephalic_vein
874: Cerebellar_cortex
875: Gray_matter_layer_of_neuraxis
876: Cerebellar_vein
877: Cerebellomedullary_cistern
878: Subarachnoid_cistern
879: Cerebellopontine_angle
880: Zone_of_neuraxis
881: Cerebellum
882: Cerebral_aqueduct
883: Cerebral_cortex
884: Cerebral_crus
885: Crus_of_neuraxis
886: Cerebral_hemisphere
887: Cerebral_vein
888: Cerebral_white_matter
889: Cerebrospinal_fluid
890: Cerumen
891: Cervical_nerve
892: Spinal_nerve
893: Cervical_part_of_esophagus
894: Cervical_vertebral_column
895: Subdivision_of_vertebral_column
896: Subdivision_of_axial_skeletal_system
897: Cervix_of_uterus
898: Neck_of_organ
899: Cheek
900: Chest_wall
901: Chiasmatic_cistern
902: Chief_cell
903: Chief_cell_of_parathyroid_gland
904: Epithelial_cell_of_parathyroid_gland
905: Chief_cell_of_stomach
906: Epithelial_cell_of_stomach
907: Epithelial_cell_of_gut
908: Chondroblast
909: Chondrocranium
910: Fetal_organ_system_subdivision
911: Fetal_structure
912: Chondrocyte
913: Chondroitin_sulfate
914: Glycosaminoglycan
915: Chorda_tendinea
916: Chorion
917: Choroid
918: Vascular_layer_of_eyeball
919: Layer_of_wall_of_eyeball
920: Choroid_plexus_of_fourth_ventricle
921: Region_of_wall_of_fourth_ventricle
922: Region_of_wall_of_ventricular_system_of_neuraxis
923: Choroid_plexus_of_lateral_ventricle
924: Region_of_wall_of_lateral_ventricle
925: Choroid_plexus_of_third_ventricle
926: Region_of_wall_of_third_ventricle
927: Choroidal_fissure
928: Chromaffin_cell
929: Chromatid
930: Chromatin
931: Chromophobe_cell
932: Ciliary_body
933: Ciliary_muscle
934: Intra_ocular_muscle
935: Muscle_organ_component
936: Ciliary_process
937: Region_of_corona_ciliaris
938: Region_of_ciliary_body
939: Region_of_layer_of_wall_of_eyeball
940: Ciliary_vein
941: Ciliated_columnar_cell_of_tracheobronchial_tree
942: Ciliated_columnar_epithelium
943: Simple_columnar_epithelium
944: Unilaminar_epithelium
945: Cilium
946: Circular_fold_of_small_intestine
947: Circular_muscle_layer_of_abdominal_part_of_esophagus
948: Circular_muscle_layer_of_segment_of_esophagus
949: Inner_muscle_layer_of_organ_region
950: Inner_muscle_layer
951: Subdivision_of_muscle_layer
952: Circular_sulcus_of_insula
953: Circumflex_branch_of_left_coronary_artery
954: Circumorbital_muscle
955: Cis_Golgi_network
956: Golgi_network
957: Region_of_Golgi_complex
958: Cistern_of_lamina_terminalis
959: Cisterna_chyli
960: Segment_of_thoracic_duct
961: Segment_of_lymphatic_tree_organ
962: Claustrum
963: Clavicle
964: Long_bone
965: Clear_cell
966: Clear_chief_cell_of_parathyroid_cell
967: Clitoris
968: Subdivision_of_urogenital_part_of_female_perineum
969: Coccygeal_nerve
970: Coccygeal_vertebra
971: Coccyx
972: Cochlea
973: Cochlear_duct_of_membranous_labyrinth
974: Region_of_membranous_labyrinth_of_internal_ear
975: Cochlear_hair_cell
976: Cochlear_inner_hair_cell
977: Cochlear_labyrinth
978: Cochlear_nerve
979: Cochlear_nucleus
980: Cochlear_outer_hair_cell
981: Colic_flexure
982: Collagen
983: Fibrous_protein
984: Collagen_fiber
985: Collagen_fibril
986: Fibrillar_component_of_intercellular_matrix
987: Collateral_sulcus
988: Collicular_artery
989: Colon
990: Colostrum
991: Milk
992: Column
993: Columnar_cell
994: Columnar_cell_of_endocervix
995: Epithelial_cell_of_uterus
996: Commissure
997: Decussation
998: Commissure_of_diencephalon
999: Commissure_of_neuraxis
1000: Common_bile_duct
1001: Extrahepatic_bile_duct
1002: Common_cardinal_vein
1003: Common_carotid_artery
1004: Common_fibular_nerve
1005: Common_hepatic_duct
1006: Common_iliac_artery
1007: Common_iliac_lymph_node
1008: Parietal_pelvic_lymph_node
1009: Pelvic_lymph_node
1010: Common_iliac_vein
1011: Common_interosseous_artery
1012: Common_palmar_digital_artery
1013: Communicating_cell_junction
1014: Compact_bone
1015: Subdivision_of_lamellar_bone
1016: Compartment_of_head
1017: Component_of_protein_complex
1018: Component_of_troponin
1019: Composite
1020: Volume
1021: Dimensional_entity
1022: Conchal_part_of_pinna
1023: Cone
1024: Faceted_volume
1025: Cone_cell
1026: Conjunctiva
1027: Wall_of_organ
1028: Conjunctival_gland
1029: Constrictor_muscle_of_pharynx
1030: Muscle_of_pharynx
1031: Muscle_of_neck
1032: Contact_receptor
